id,name,language,tag,package,version,date_epoch,date
1122,com.azure.resourcemanager:azure-resourcemanager-automanage:1.0.0-beta.1,java,azure-resourcemanager-automanage_1.0.0-beta.1,azure-resourcemanager-automanage,1.0.0-beta.1,1660101745,08/10/2022
1123,com.azure.resourcemanager:azure-resourcemanager-automation:1.0.0-beta.2,java,azure-resourcemanager-automation_1.0.0-beta.2,azure-resourcemanager-automation,1.0.0-beta.2,1660281084,08/12/2022
1127,com.azure.resourcemanager:azure-resourcemanager-deviceupdate:1.0.0-beta.2,java,azure-resourcemanager-deviceupdate_1.0.0-beta.2,azure-resourcemanager-deviceupdate,1.0.0-beta.2,1660897579,08/19/2022
1128,com.azure.resourcemanager:azure-resourcemanager-devcenter:1.0.0-beta.1,java,azure-resourcemanager-devcenter_1.0.0-beta.1,azure-resourcemanager-devcenter,1.0.0-beta.1,1660898394,08/19/2022
1129,com.azure.resourcemanager:azure-resourcemanager-dashboard:1.0.0-beta.2,java,azure-resourcemanager-dashboard_1.0.0-beta.2,azure-resourcemanager-dashboard,1.0.0-beta.2,1660901046,08/19/2022
1130,com.azure.resourcemanager:azure-resourcemanager-connectedvmware:1.0.0-beta.1,java,azure-resourcemanager-connectedvmware_1.0.0-beta.1,azure-resourcemanager-connectedvmware,1.0.0-beta.1,1660896519,08/19/2022
1143,com.azure.resourcemanager:azure-resourcemanager-iothub:1.2.0-beta.2,java,azure-resourcemanager-iothub_1.2.0-beta.2,azure-resourcemanager-iothub,1.2.0-beta.2,1661224176,08/23/2022
1144,com.azure.resourcemanager:azure-resourcemanager-communication:1.1.0-beta.3,java,azure-resourcemanager-communication_1.1.0-beta.3,azure-resourcemanager-communication,1.1.0-beta.3,1661221622,08/23/2022
1145,com.azure.resourcemanager:azure-resourcemanager-alertsmanagement:1.0.0-beta.1,java,azure-resourcemanager-alertsmanagement_1.0.0-beta.1,azure-resourcemanager-alertsmanagement,1.0.0-beta.1,1661321917,08/24/2022
1148,com.azure.resourcemanager:azure-resourcemanager-labservices:1.0.0-beta.3,java,azure-resourcemanager-labservices_1.0.0-beta.3,azure-resourcemanager-labservices,1.0.0-beta.3,1661414471,08/25/2022
1149,com.azure.resourcemanager:azure-resourcemanager:2.18.0,java,azure-resourcemanager_2.18.0,azure-resourcemanager,2.18.0,1661508481,08/26/2022
1156,com.azure.resourcemanager:azure-resourcemanager-nginx:1.0.0-beta.1,java,azure-resourcemanager-nginx_1.0.0-beta.1,azure-resourcemanager-nginx,1.0.0-beta.1,1661843119,08/30/2022
1166,com.azure.resourcemanager:azure-resourcemanager-agrifood:1.0.0-beta.1,java,azure-resourcemanager-agrifood_1.0.0-beta.1,azure-resourcemanager-agrifood,1.0.0-beta.1,1662515859,09/07/2022
1168,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.17,java,azure-resourcemanager-datafactory_1.0.0-beta.17,azure-resourcemanager-datafactory,1.0.0-beta.17,1663048812,09/13/2022
1171,com.azure.resourcemanager:azure-resourcemanager-mediaservices:2.2.0-beta.1,java,azure-resourcemanager-mediaservices_2.2.0-beta.1,azure-resourcemanager-mediaservices,2.2.0-beta.1,1663148370,09/14/2022
1172,com.azure.resourcemanager:azure-resourcemanager-dnsresolver:1.0.0-beta.2,java,azure-resourcemanager-dnsresolver_1.0.0-beta.2,azure-resourcemanager-dnsresolver,1.0.0-beta.2,1663214622,09/15/2022
1177,com.azure.resourcemanager:azure-resourcemanager-netapp:1.0.0-beta.11,java,azure-resourcemanager-netapp_1.0.0-beta.11,azure-resourcemanager-netapp,1.0.0-beta.11,1663563961,09/19/2022
1178,com.azure.resourcemanager:azure-resourcemanager-kusto:1.0.0-beta.5,java,azure-resourcemanager-kusto_1.0.0-beta.5,azure-resourcemanager-kusto,1.0.0-beta.5,1663559811,09/19/2022
1179,com.azure.resourcemanager:azure-resourcemanager-dynatrace:1.0.0-beta.2,java,azure-resourcemanager-dynatrace_1.0.0-beta.2,azure-resourcemanager-dynatrace,1.0.0-beta.2,1663566697,09/19/2022
1182,com.azure.resourcemanager:azure-resourcemanager-mediaservices:2.2.0,java,azure-resourcemanager-mediaservices_2.2.0,azure-resourcemanager-mediaservices,2.2.0,1663653277,09/20/2022
1183,com.azure.resourcemanager:azure-resourcemanager-sqlvirtualmachine:1.0.0-beta.3,java,azure-resourcemanager-sqlvirtualmachine_1.0.0-beta.3,azure-resourcemanager-sqlvirtualmachine,1.0.0-beta.3,1663642823,09/20/2022
1193,com.azure.resourcemanager:azure-resourcemanager-security:1.0.0-beta.2,java,azure-resourcemanager-security_1.0.0-beta.2,azure-resourcemanager-security,1.0.0-beta.2,1663833539,09/22/2022
1197,com.azure.resourcemanager:azure-resourcemanager:2.19.0,java,azure-resourcemanager_2.19.0,azure-resourcemanager,2.19.0,1663912502,09/23/2022
1198,com.azure.resourcemanager:azure-resourcemanager-securityinsights:1.0.0-beta.4,java,azure-resourcemanager-securityinsights_1.0.0-beta.4,azure-resourcemanager-securityinsights,1.0.0-beta.4,1664167644,09/26/2022
1199,com.azure.resourcemanager:azure-resourcemanager-devhub:1.0.0-beta.1,java,azure-resourcemanager-devhub_1.0.0-beta.1,azure-resourcemanager-devhub,1.0.0-beta.1,1664167675,09/26/2022
1204,com.azure.resourcemanager:azure-resourcemanager-hybridnetwork:1.0.0-beta.2,java,azure-resourcemanager-hybridnetwork_1.0.0-beta.2,azure-resourcemanager-hybridnetwork,1.0.0-beta.2,1664507045,09/30/2022
1244,com.azure.resourcemanager:azure-resourcemanager-hybridcontainerservice:1.0.0-beta.1,java,azure-resourcemanager-hybridcontainerservice_1.0.0-beta.1,azure-resourcemanager-hybridcontainerservice,1.0.0-beta.1,1665552670,10/12/2022
1245,com.azure.resourcemanager:azure-resourcemanager-devcenter:1.0.0-beta.2,java,azure-resourcemanager-devcenter_1.0.0-beta.2,azure-resourcemanager-devcenter,1.0.0-beta.2,1665559507,10/12/2022
1251,com.azure.resourcemanager:azure-resourcemanager-securitydevops:1.0.0-beta.1,java,azure-resourcemanager-securitydevops_1.0.0-beta.1,azure-resourcemanager-securitydevops,1.0.0-beta.1,1665650870,10/13/2022
1252,com.azure.resourcemanager:azure-resourcemanager-nginx:1.0.0-beta.2,java,azure-resourcemanager-nginx_1.0.0-beta.2,azure-resourcemanager-nginx,1.0.0-beta.2,1665646639,10/13/2022
1253,com.azure.resourcemanager:azure-resourcemanager-appcontainers:1.0.0-beta.4,java,azure-resourcemanager-appcontainers_1.0.0-beta.4,azure-resourcemanager-appcontainers,1.0.0-beta.4,1665646345,10/13/2022
1257,com.azure.resourcemanager:azure-resourcemanager-policyinsights:1.0.0-beta.3,java,azure-resourcemanager-policyinsights_1.0.0-beta.3,azure-resourcemanager-policyinsights,1.0.0-beta.3,1665729634,10/14/2022
1258,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.18,java,azure-resourcemanager-datafactory_1.0.0-beta.18,azure-resourcemanager-datafactory,1.0.0-beta.18,1665728348,10/14/2022
1260,com.azure.resourcemanager:azure-resourcemanager-loadtestservice:1.0.0-beta.2,java,azure-resourcemanager-loadtestservice_1.0.0-beta.2,azure-resourcemanager-loadtestservice,1.0.0-beta.2,1665988248,10/17/2022
1261,com.azure.resourcemanager:azure-resourcemanager-education:1.0.0-beta.3,java,azure-resourcemanager-education_1.0.0-beta.3,azure-resourcemanager-education,1.0.0-beta.3,1665991765,10/17/2022
1262,com.azure.resourcemanager:azure-resourcemanager-avs:1.0.0-beta.4,java,azure-resourcemanager-avs_1.0.0-beta.4,azure-resourcemanager-avs,1.0.0-beta.4,1665991322,10/17/2022
1272,com.azure.resourcemanager:azure-resourcemanager-elasticsan:1.0.0-beta.1,java,azure-resourcemanager-elasticsan_1.0.0-beta.1,azure-resourcemanager-elasticsan,1.0.0-beta.1,1666330336,10/21/2022
1277,com.azure.resourcemanager:azure-resourcemanager-recoveryservicesbackup:1.0.0-beta.6,java,azure-resourcemanager-recoveryservicesbackup_1.0.0-beta.6,azure-resourcemanager-recoveryservicesbackup,1.0.0-beta.6,1666582479,10/24/2022
1279,com.azure.resourcemanager:azure-resourcemanager:2.20.0,java,azure-resourcemanager_2.20.0,azure-resourcemanager,2.20.0,1666789430,10/26/2022
1310,com.azure.resourcemanager:azure-resourcemanager-resourcegraph:1.0.0,java,azure-resourcemanager-resourcegraph_1.0.0,azure-resourcemanager-resourcegraph,1.0.0,1667374487,11/02/2022
1357,com.azure.resourcemanager:azure-resourcemanager-appcomplianceautomation:1.0.0-beta.1,java,azure-resourcemanager-appcomplianceautomation_1.0.0-beta.1,azure-resourcemanager-appcomplianceautomation,1.0.0-beta.1,1668501074,11/15/2022
1366,com.azure.resourcemanager:azure-resourcemanager-hdinsight:1.0.0,java,azure-resourcemanager-hdinsight_1.0.0,azure-resourcemanager-hdinsight,1.0.0,1668670393,11/17/2022
1370,com.azure.resourcemanager:azure-resourcemanager-webpubsub:1.0.0-beta.3,java,azure-resourcemanager-webpubsub_1.0.0-beta.3,azure-resourcemanager-webpubsub,1.0.0-beta.3,1668749978,11/18/2022
1371,com.azure.resourcemanager:azure-resourcemanager-security:1.0.0-beta.3,java,azure-resourcemanager-security_1.0.0-beta.3,azure-resourcemanager-security,1.0.0-beta.3,1668743867,11/18/2022
1372,com.azure.resourcemanager:azure-resourcemanager-devcenter:1.0.0-beta.3,java,azure-resourcemanager-devcenter_1.0.0-beta.3,azure-resourcemanager-devcenter,1.0.0-beta.3,1668749380,11/18/2022
1381,com.azure.resourcemanager:azure-resourcemanager-signalr:1.0.0-beta.5,java,azure-resourcemanager-signalr_1.0.0-beta.5,azure-resourcemanager-signalr,1.0.0-beta.5,1669005904,11/21/2022
1408,com.azure.resourcemanager:azure-resourcemanager-cognitiveservices:1.0.0-beta.6,java,azure-resourcemanager-cognitiveservices_1.0.0-beta.6,azure-resourcemanager-cognitiveservices,1.0.0-beta.6,1669182521,11/23/2022
1419,com.azure.resourcemanager:azure-resourcemanager-networkfunction:1.0.0-beta.2,java,azure-resourcemanager-networkfunction_1.0.0-beta.2,azure-resourcemanager-networkfunction,1.0.0-beta.2,1669273677,11/24/2022
1420,com.azure.resourcemanager:azure-resourcemanager-devcenter:1.0.0-beta.4,java,azure-resourcemanager-devcenter_1.0.0-beta.4,azure-resourcemanager-devcenter,1.0.0-beta.4,1669272419,11/24/2022
1421,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.19,java,azure-resourcemanager-datafactory_1.0.0-beta.19,azure-resourcemanager-datafactory,1.0.0-beta.19,1669267890,11/24/2022
1422,com.azure.resourcemanager:azure-resourcemanager-batch:1.1.0-beta.1,java,azure-resourcemanager-batch_1.1.0-beta.1,azure-resourcemanager-batch,1.1.0-beta.1,1669272390,11/24/2022
1423,com.azure.resourcemanager:azure-resourcemanager-elastic:1.0.0-beta.2,java,azure-resourcemanager-elastic_1.0.0-beta.2,azure-resourcemanager-elastic,1.0.0-beta.2,1669258321,11/24/2022
1450,com.azure.resourcemanager:azure-resourcemanager:2.21.0,java,azure-resourcemanager_2.21.0,azure-resourcemanager,2.21.0,1669279777,11/24/2022
1500,com.azure.resourcemanager:azure-resourcemanager-resourcehealth:1.0.0,java,azure-resourcemanager-resourcehealth_1.0.0,azure-resourcemanager-resourcehealth,1.0.0,1670577069,12/09/2022
1535,com.azure.resourcemanager:azure-resourcemanager-recoveryservices:1.0.0-beta.4,java,azure-resourcemanager-recoveryservices_1.0.0-beta.4,azure-resourcemanager-recoveryservices,1.0.0-beta.4,1671511871,12/20/2022
1536,com.azure.resourcemanager:azure-resourcemanager-digitaltwins:1.1.0-beta.1,java,azure-resourcemanager-digitaltwins_1.1.0-beta.1,azure-resourcemanager-digitaltwins,1.1.0-beta.1,1671519196,12/20/2022
1549,com.azure.resourcemanager:azure-resourcemanager-mobilenetwork:1.0.0-beta.4,java,azure-resourcemanager-mobilenetwork_1.0.0-beta.4,azure-resourcemanager-mobilenetwork,1.0.0-beta.4,1671622165,12/21/2022
1560,com.azure.resourcemanager:azure-resourcemanager-digitaltwins:1.1.0,java,azure-resourcemanager-digitaltwins_1.1.0,azure-resourcemanager-digitaltwins,1.1.0,1671702085,12/22/2022
1561,com.azure.resourcemanager:azure-resourcemanager-servicenetworking:1.0.0-beta.1,java,azure-resourcemanager-servicenetworking_1.0.0-beta.1,azure-resourcemanager-servicenetworking,1.0.0-beta.1,1671700964,12/22/2022
1566,com.azure.resourcemanager:azure-resourcemanager:2.22.0,java,azure-resourcemanager_2.22.0,azure-resourcemanager,2.22.0,1671779382,12/23/2022
1602,com.azure.resourcemanager:azure-resourcemanager-appplatform:2.22.0,java,azure-resourcemanager-appplatform_2.22.0,azure-resourcemanager-appplatform,2.22.0,1672803436,01/04/2023
1603,com.azure.resourcemanager:azure-resourcemanager-appservice:2.22.0,java,azure-resourcemanager-appservice_2.22.0,azure-resourcemanager-appservice,2.22.0,1672803436,01/04/2023
1604,com.azure.resourcemanager:azure-resourcemanager-authorization:2.22.0,java,azure-resourcemanager-authorization_2.22.0,azure-resourcemanager-authorization,2.22.0,1672803436,01/04/2023
1605,com.azure.resourcemanager:azure-resourcemanager-cdn:2.22.0,java,azure-resourcemanager-cdn_2.22.0,azure-resourcemanager-cdn,2.22.0,1672803436,01/04/2023
1606,com.azure.resourcemanager:azure-resourcemanager-compute:2.22.0,java,azure-resourcemanager-compute_2.22.0,azure-resourcemanager-compute,2.22.0,1672803436,01/04/2023
1607,com.azure.resourcemanager:azure-resourcemanager-containerinstance:2.22.0,java,azure-resourcemanager-containerinstance_2.22.0,azure-resourcemanager-containerinstance,2.22.0,1672803436,01/04/2023
1608,com.azure.resourcemanager:azure-resourcemanager-containerregistry:2.22.0,java,azure-resourcemanager-containerregistry_2.22.0,azure-resourcemanager-containerregistry,2.22.0,1672803436,01/04/2023
1609,com.azure.resourcemanager:azure-resourcemanager-containerservice:2.22.0,java,azure-resourcemanager-containerservice_2.22.0,azure-resourcemanager-containerservice,2.22.0,1672803436,01/04/2023
1610,com.azure.resourcemanager:azure-resourcemanager-cosmos:2.22.0,java,azure-resourcemanager-cosmos_2.22.0,azure-resourcemanager-cosmos,2.22.0,1672803436,01/04/2023
1611,com.azure.resourcemanager:azure-resourcemanager-dns:2.22.0,java,azure-resourcemanager-dns_2.22.0,azure-resourcemanager-dns,2.22.0,1672803436,01/04/2023
1612,com.azure.resourcemanager:azure-resourcemanager-eventhubs:2.22.0,java,azure-resourcemanager-eventhubs_2.22.0,azure-resourcemanager-eventhubs,2.22.0,1672803436,01/04/2023
1613,com.azure.resourcemanager:azure-resourcemanager-keyvault:2.22.0,java,azure-resourcemanager-keyvault_2.22.0,azure-resourcemanager-keyvault,2.22.0,1672803436,01/04/2023
1614,com.azure.resourcemanager:azure-resourcemanager-monitor:2.22.0,java,azure-resourcemanager-monitor_2.22.0,azure-resourcemanager-monitor,2.22.0,1672803436,01/04/2023
1615,com.azure.resourcemanager:azure-resourcemanager-msi:2.22.0,java,azure-resourcemanager-msi_2.22.0,azure-resourcemanager-msi,2.22.0,1672803436,01/04/2023
1616,com.azure.resourcemanager:azure-resourcemanager-network:2.22.0,java,azure-resourcemanager-network_2.22.0,azure-resourcemanager-network,2.22.0,1672803436,01/04/2023
1617,com.azure.resourcemanager:azure-resourcemanager-privatedns:2.22.0,java,azure-resourcemanager-privatedns_2.22.0,azure-resourcemanager-privatedns,2.22.0,1672803436,01/04/2023
1618,com.azure.resourcemanager:azure-resourcemanager-redis:2.22.0,java,azure-resourcemanager-redis_2.22.0,azure-resourcemanager-redis,2.22.0,1672803436,01/04/2023
1619,com.azure.resourcemanager:azure-resourcemanager-resources:2.22.0,java,azure-resourcemanager-resources_2.22.0,azure-resourcemanager-resources,2.22.0,1672803436,01/04/2023
1620,com.azure.resourcemanager:azure-resourcemanager-search:2.22.0,java,azure-resourcemanager-search_2.22.0,azure-resourcemanager-search,2.22.0,1672803436,01/04/2023
1621,com.azure.resourcemanager:azure-resourcemanager-servicebus:2.22.0,java,azure-resourcemanager-servicebus_2.22.0,azure-resourcemanager-servicebus,2.22.0,1672803436,01/04/2023
1622,com.azure.resourcemanager:azure-resourcemanager-sql:2.22.0,java,azure-resourcemanager-sql_2.22.0,azure-resourcemanager-sql,2.22.0,1672803436,01/04/2023
1623,com.azure.resourcemanager:azure-resourcemanager-storage:2.22.0,java,azure-resourcemanager-storage_2.22.0,azure-resourcemanager-storage,2.22.0,1672803436,01/04/2023
1624,com.azure.resourcemanager:azure-resourcemanager-trafficmanager:2.22.0,java,azure-resourcemanager-trafficmanager_2.22.0,azure-resourcemanager-trafficmanager,2.22.0,1672803436,01/04/2023
1639,com.azure.resourcemanager:azure-resourcemanager-machinelearning:1.0.0-beta.3,java,azure-resourcemanager-machinelearning_1.0.0-beta.3,azure-resourcemanager-machinelearning,1.0.0-beta.3,1673324765,01/10/2023
1640,com.azure.resourcemanager:azure-resourcemanager-loadtesting:1.0.0-beta.1,java,azure-resourcemanager-loadtesting_1.0.0-beta.1,azure-resourcemanager-loadtesting,1.0.0-beta.1,1673330306,01/10/2023
1642,com.azure.resourcemanager:azure-resourcemanager-machinelearning:1.0.0,java,azure-resourcemanager-machinelearning_1.0.0,azure-resourcemanager-machinelearning,1.0.0,1673425402,01/11/2023
1643,com.azure.resourcemanager:azure-resourcemanager-recoveryservicessiterecovery:1.0.0-beta.1,java,azure-resourcemanager-recoveryservicessiterecovery_1.0.0-beta.1,azure-resourcemanager-recoveryservicessiterecovery,1.0.0-beta.1,1673416400,01/11/2023
1644,com.azure.resourcemanager:azure-resourcemanager-postgresqlflexibleserver:1.0.0-beta.5,java,azure-resourcemanager-postgresqlflexibleserver_1.0.0-beta.5,azure-resourcemanager-postgresqlflexibleserver,1.0.0-beta.5,1673410279,01/11/2023
1645,com.azure.resourcemanager:azure-resourcemanager-azurearcdata:1.0.0-beta.3,java,azure-resourcemanager-azurearcdata_1.0.0-beta.3,azure-resourcemanager-azurearcdata,1.0.0-beta.3,1673422617,01/11/2023
1646,com.azure.resourcemanager:azure-resourcemanager-attestation:1.0.0-beta.2,java,azure-resourcemanager-attestation_1.0.0-beta.2,azure-resourcemanager-attestation,1.0.0-beta.2,1673430729,01/11/2023
1647,com.azure.resourcemanager:azure-resourcemanager-advisor:1.0.0-beta.2,java,azure-resourcemanager-advisor_1.0.0-beta.2,azure-resourcemanager-advisor,1.0.0-beta.2,1673417814,01/11/2023
1651,com.azure.resourcemanager:azure-resourcemanager-changeanalysis:1.0.1,java,azure-resourcemanager-changeanalysis_1.0.1,azure-resourcemanager-changeanalysis,1.0.1,1673506552,01/12/2023
1652,com.azure.resourcemanager:azure-resourcemanager-hybridkubernetes:1.0.0-beta.3,java,azure-resourcemanager-hybridkubernetes_1.0.0-beta.3,azure-resourcemanager-hybridkubernetes,1.0.0-beta.3,1673511449,01/12/2023
1653,com.azure.resourcemanager:azure-resourcemanager-commerce:1.0.0-beta.2,java,azure-resourcemanager-commerce_1.0.0-beta.2,azure-resourcemanager-commerce,1.0.0-beta.2,1673510361,01/12/2023
1654,com.azure.resourcemanager:azure-resourcemanager-billing:1.0.0-beta.3,java,azure-resourcemanager-billing_1.0.0-beta.3,azure-resourcemanager-billing,1.0.0-beta.3,1673501326,01/12/2023
1655,com.azure.resourcemanager:azure-resourcemanager-baremetalinfrastructure:1.0.0-beta.2,java,azure-resourcemanager-baremetalinfrastructure_1.0.0-beta.2,azure-resourcemanager-baremetalinfrastructure,1.0.0-beta.2,1673495830,01/12/2023
1656,com.azure.resourcemanager:azure-resourcemanager-azurestack:1.0.0-beta.2,java,azure-resourcemanager-azurestack_1.0.0-beta.2,azure-resourcemanager-azurestack,1.0.0-beta.2,1673491316,01/12/2023
1657,com.azure.resourcemanager:azure-resourcemanager-billingbenefits:1.0.0-beta.1,java,azure-resourcemanager-billingbenefits_1.0.0-beta.1,azure-resourcemanager-billingbenefits,1.0.0-beta.1,1673488033,01/12/2023
1659,com.azure.resourcemanager:azure-resourcemanager-frontdoor:1.0.0-beta.2,java,azure-resourcemanager-frontdoor_1.0.0-beta.2,azure-resourcemanager-frontdoor,1.0.0-beta.2,1673581973,01/13/2023
1660,com.azure.resourcemanager:azure-resourcemanager-datalakeanalytics:1.0.0-beta.2,java,azure-resourcemanager-datalakeanalytics_1.0.0-beta.2,azure-resourcemanager-datalakeanalytics,1.0.0-beta.2,1673599351,01/13/2023
1661,com.azure.resourcemanager:azure-resourcemanager-databoxedge:1.0.0-beta.2,java,azure-resourcemanager-databoxedge_1.0.0-beta.2,azure-resourcemanager-databoxedge,1.0.0-beta.2,1673592457,01/13/2023
1662,com.azure.resourcemanager:azure-resourcemanager-databox:1.0.0-beta.2,java,azure-resourcemanager-databox_1.0.0-beta.2,azure-resourcemanager-databox,1.0.0-beta.2,1673587048,01/13/2023
1663,com.azure.resourcemanager:azure-resourcemanager-customerinsights:1.0.0-beta.2,java,azure-resourcemanager-customerinsights_1.0.0-beta.2,azure-resourcemanager-customerinsights,1.0.0-beta.2,1673579791,01/13/2023
1664,com.azure.resourcemanager:azure-resourcemanager-costmanagement:1.0.0-beta.4,java,azure-resourcemanager-costmanagement_1.0.0-beta.4,azure-resourcemanager-costmanagement,1.0.0-beta.4,1673571796,01/13/2023
1674,com.azure.resourcemanager:azure-resourcemanager-datalakestore:1.0.0-beta.2,java,azure-resourcemanager-datalakestore_1.0.0-beta.2,azure-resourcemanager-datalakestore,1.0.0-beta.2,1673834809,01/16/2023
1678,com.azure.resourcemanager:azure-resourcemanager-databricks:1.0.0-beta.3,java,azure-resourcemanager-databricks_1.0.0-beta.3,azure-resourcemanager-databricks,1.0.0-beta.3,1673844546,01/16/2023
1680,com.azure.resourcemanager:azure-resourcemanager-mobilenetwork:1.0.0-beta.5,java,azure-resourcemanager-mobilenetwork_1.0.0-beta.5,azure-resourcemanager-mobilenetwork,1.0.0-beta.5,1673853859,01/16/2023
1681,com.azure.resourcemanager:azure-resourcemanager-hanaonazure:1.0.0-beta.2,java,azure-resourcemanager-hanaonazure_1.0.0-beta.2,azure-resourcemanager-hanaonazure,1.0.0-beta.2,1673849615,01/16/2023
1682,com.azure.resourcemanager:azure-resourcemanager-deploymentmanager:1.0.0-beta.2,java,azure-resourcemanager-deploymentmanager_1.0.0-beta.2,azure-resourcemanager-deploymentmanager,1.0.0-beta.2,1673858958,01/16/2023
1683,com.azure.resourcemanager:azure-resourcemanager-delegatednetwork:1.0.0-beta.2,java,azure-resourcemanager-delegatednetwork_1.0.0-beta.2,azure-resourcemanager-delegatednetwork,1.0.0-beta.2,1673852912,01/16/2023
1684,com.azure.resourcemanager:azure-resourcemanager-datadog:1.0.0-beta.4,java,azure-resourcemanager-datadog_1.0.0-beta.4,azure-resourcemanager-datadog,1.0.0-beta.4,1673848518,01/16/2023
1688,com.azure.resourcemanager:azure-resourcemanager-mediaservices:2.3.0,java,azure-resourcemanager-mediaservices_2.3.0,azure-resourcemanager-mediaservices,2.3.0,1673933461,01/17/2023
1689,com.azure.resourcemanager:azure-resourcemanager-logz:1.0.0-beta.2,java,azure-resourcemanager-logz_1.0.0-beta.2,azure-resourcemanager-logz,1.0.0-beta.2,1673940962,01/17/2023
1690,com.azure.resourcemanager:azure-resourcemanager-logic:1.0.0-beta.2,java,azure-resourcemanager-logic_1.0.0-beta.2,azure-resourcemanager-logic,1.0.0-beta.2,1673942674,01/17/2023
1691,com.azure.resourcemanager:azure-resourcemanager-hybridcompute:1.0.0-beta.2,java,azure-resourcemanager-hybridcompute_1.0.0-beta.2,azure-resourcemanager-hybridcompute,1.0.0-beta.2,1673937996,01/17/2023
1692,com.azure.resourcemanager:azure-resourcemanager-devtestlabs:1.0.0-beta.2,java,azure-resourcemanager-devtestlabs_1.0.0-beta.2,azure-resourcemanager-devtestlabs,1.0.0-beta.2,1673933523,01/17/2023
1693,com.azure.resourcemanager:azure-resourcemanager-devspaces:1.0.0-beta.2,java,azure-resourcemanager-devspaces_1.0.0-beta.2,azure-resourcemanager-devspaces,1.0.0-beta.2,1673929961,01/17/2023
1694,com.azure.resourcemanager:azure-resourcemanager-datamigration:1.0.0-beta.2,java,azure-resourcemanager-datamigration_1.0.0-beta.2,azure-resourcemanager-datamigration,1.0.0-beta.2,1673920915,01/17/2023
1703,com.azure.resourcemanager:azure-resourcemanager-purview:1.0.0-beta.2,java,azure-resourcemanager-purview_1.0.0-beta.2,azure-resourcemanager-purview,1.0.0-beta.2,1674011161,01/18/2023
1704,com.azure.resourcemanager:azure-resourcemanager-powerbidedicated:1.0.0-beta.2,java,azure-resourcemanager-powerbidedicated_1.0.0-beta.2,azure-resourcemanager-powerbidedicated,1.0.0-beta.2,1674035043,01/18/2023
1705,com.azure.resourcemanager:azure-resourcemanager-peering:1.0.0-beta.2,java,azure-resourcemanager-peering_1.0.0-beta.2,azure-resourcemanager-peering,1.0.0-beta.2,1674030730,01/18/2023
1706,com.azure.resourcemanager:azure-resourcemanager-operationsmanagement:1.0.0-beta.2,java,azure-resourcemanager-operationsmanagement_1.0.0-beta.2,azure-resourcemanager-operationsmanagement,1.0.0-beta.2,1674014696,01/18/2023
1707,com.azure.resourcemanager:azure-resourcemanager-mixedreality:1.0.0-beta.2,java,azure-resourcemanager-mixedreality_1.0.0-beta.2,azure-resourcemanager-mixedreality,1.0.0-beta.2,1674026301,01/18/2023
1708,com.azure.resourcemanager:azure-resourcemanager-mariadb:1.0.0-beta.2,java,azure-resourcemanager-mariadb_1.0.0-beta.2,azure-resourcemanager-mariadb,1.0.0-beta.2,1674021860,01/18/2023
1709,com.azure.resourcemanager:azure-resourcemanager-maps:1.0.0-beta.2,java,azure-resourcemanager-maps_1.0.0-beta.2,azure-resourcemanager-maps,1.0.0-beta.2,1674018152,01/18/2023
1710,com.azure.resourcemanager:azure-resourcemanager-managedapplications:1.0.0-beta.2,java,azure-resourcemanager-managedapplications_1.0.0-beta.2,azure-resourcemanager-managedapplications,1.0.0-beta.2,1674015989,01/18/2023
1711,com.azure.resourcemanager:azure-resourcemanager-maintenance:1.0.0-beta.3,java,azure-resourcemanager-maintenance_1.0.0-beta.3,azure-resourcemanager-maintenance,1.0.0-beta.3,1674006032,01/18/2023
1712,com.azure.resourcemanager:azure-resourcemanager-dataprotection:1.0.0-beta.2,java,azure-resourcemanager-dataprotection_1.0.0-beta.2,azure-resourcemanager-dataprotection,1.0.0-beta.2,1674038664,01/18/2023
1713,com.azure.resourcemanager:azure-resourcemanager-datafactory:1.0.0-beta.20,java,azure-resourcemanager-datafactory_1.0.0-beta.20,azure-resourcemanager-datafactory,1.0.0-beta.20,1674028720,01/18/2023
1801,com.azure.resourcemanager:azure-resourcemanager-support:1.0.0-beta.2,java,azure-resourcemanager-support_1.0.0-beta.2,azure-resourcemanager-support,1.0.0-beta.2,1674104890,01/19/2023
1802,com.azure.resourcemanager:azure-resourcemanager-subscription:1.0.0-beta.2,java,azure-resourcemanager-subscription_1.0.0-beta.2,azure-resourcemanager-subscription,1.0.0-beta.2,1674101122,01/19/2023
1803,com.azure.resourcemanager:azure-resourcemanager-storagepool:1.0.0-beta.2,java,azure-resourcemanager-storagepool_1.0.0-beta.2,azure-resourcemanager-storagepool,1.0.0-beta.2,1674100633,01/19/2023
1804,com.azure.resourcemanager:azure-resourcemanager-storageimportexport:1.0.0-beta.2,java,azure-resourcemanager-storageimportexport_1.0.0-beta.2,azure-resourcemanager-storageimportexport,1.0.0-beta.2,1674098231,01/19/2023
1805,com.azure.resourcemanager:azure-resourcemanager-servicefabric:1.0.0-beta.3,java,azure-resourcemanager-servicefabric_1.0.0-beta.3,azure-resourcemanager-servicefabric,1.0.0-beta.3,1674097674,01/19/2023
